id,nameKo,nameEn,type,category,power,accuracy,priority,target,tags,tagLabels,lead,ace,setupSweeper,wall,pivot,hazardControl,revengeKiller,disruptor,support,descriptionKo,reason
maxflare,다이번,Max Flare,Fire,Physical,100,필중,0,adjacentFoe,ACE_DAMAGE|RISKY_NUKE|ACE_COVERAGE,에이스 주력 공격|고위험 고화력|에이스 견제폭,0,2.7,1.3,0,0,0,0,0,0,다이맥스한 포켓몬이 날리는 불꽃타입의 공격. 5턴 동안 햇살을 강하게 만든다.,공격 기술이라 에이스/스위퍼의 직접 피해 후보입니다. / 고위력 기술이라 돌파 가치가 높습니다.
maxflutterby,다이웜,Max Flutterby,Bug,Physical,10,필중,0,adjacentFoe,ACE_DAMAGE|ACE_COVERAGE,에이스 주력 공격|에이스 견제폭,0,0.5,0.1,0,0,0,0,0,0,다이맥스한 포켓몬이 날리는 벌레타입의 공격. 상대의 특수공격을 떨어뜨린다.,공격 기술이라 에이스/스위퍼의 직접 피해 후보입니다.
maxgeyser,다이스트림,Max Geyser,Water,Physical,10,필중,0,adjacentFoe,ACE_DAMAGE|ACE_COVERAGE,에이스 주력 공격|에이스 견제폭,0,0.5,0.1,0,0,0,0,0,0,다이맥스한 포켓몬이 날리는 물타입의 공격. 5턴 동안 비를 내리게 한다.,공격 기술이라 에이스/스위퍼의 직접 피해 후보입니다.
maxguard,다이월,Max Guard,Normal,Status,,필중,4,self,PRIORITY|FINISHER,선공기|마무리,0,0.8,0,0,0,0,4.4,0,0,상대의 공격을 전혀 받지 않는다. 연속으로 쓰면 실패하기 쉽다.,선공기라 복수 처리와 마무리 가치가 큽니다.
maxhailstorm,다이아이스,Max Hailstorm,Ice,Physical,10,필중,0,adjacentFoe,ACE_DAMAGE|ACE_COVERAGE,에이스 주력 공격|에이스 견제폭,0,0.5,0.1,0,0,0,0,0,0,다이맥스한 포켓몬이 날리는 얼음타입의 공격. 5턴 동안 싸라기눈을 내리게 한다.,공격 기술이라 에이스/스위퍼의 직접 피해 후보입니다.
maxknuckle,다이너클,Max Knuckle,Fighting,Physical,10,필중,0,adjacentFoe,ACE_DAMAGE|ACE_COVERAGE,에이스 주력 공격|에이스 견제폭,0,0.5,0.1,0,0,0,0,0,0,다이맥스한 포켓몬이 날리는 격투타입의 공격. 같은 편의 공격을 올린다.,공격 기술이라 에이스/스위퍼의 직접 피해 후보입니다.
maxlightning,다이썬더,Max Lightning,Electric,Physical,10,필중,0,adjacentFoe,ACE_DAMAGE|ACE_COVERAGE,에이스 주력 공격|에이스 견제폭,0,0.5,0.1,0,0,0,0,0,0,다이맥스한 포켓몬이 날리는 전기타입의 공격. 5턴 동안 일렉트릭필드로 만든다.,공격 기술이라 에이스/스위퍼의 직접 피해 후보입니다.
maxmindstorm,다이사이코,Max Mindstorm,Psychic,Physical,10,필중,0,adjacentFoe,ACE_DAMAGE|ACE_COVERAGE,에이스 주력 공격|에이스 견제폭,0,0.5,0.1,0,0,0,0,0,0,다이맥스한 포켓몬이 날리는 에스퍼타입의 공격. 5턴 동안 사이코필드로 만든다.,공격 기술이라 에이스/스위퍼의 직접 피해 후보입니다.
maxooze,다이애시드,Max Ooze,Poison,Physical,10,필중,0,adjacentFoe,ACE_DAMAGE|ACE_COVERAGE,에이스 주력 공격|에이스 견제폭,0,0.5,0.1,0,0,0,0,0,0,다이맥스한 포켓몬이 날리는 독타입의 공격. 같은 편의 특수공격을 올린다.,공격 기술이라 에이스/스위퍼의 직접 피해 후보입니다.
maxovergrowth,다이그래스,Max Overgrowth,Grass,Physical,10,필중,0,adjacentFoe,ACE_DAMAGE|ACE_COVERAGE,에이스 주력 공격|에이스 견제폭,0,0.5,0.1,0,0,0,0,0,0,다이맥스한 포켓몬이 날리는 풀타입의 공격. 5턴 동안 그래스필드로 만든다.,공격 기술이라 에이스/스위퍼의 직접 피해 후보입니다.
maxphantasm,다이할로우,Max Phantasm,Ghost,Physical,10,필중,0,adjacentFoe,ACE_DAMAGE|ACE_COVERAGE,에이스 주력 공격|에이스 견제폭,0,0.5,0.1,0,0,0,0,0,0,다이맥스한 포켓몬이 날리는 고스트타입의 공격. 상대의 방어를 떨어뜨린다.,공격 기술이라 에이스/스위퍼의 직접 피해 후보입니다.
maxquake,다이어스,Max Quake,Ground,Physical,10,필중,0,adjacentFoe,ACE_DAMAGE|ACE_COVERAGE,에이스 주력 공격|에이스 견제폭,0,0.5,0.1,0,0,0,0,0,0,다이맥스한 포켓몬이 날리는 땅타입의 공격. 같은 편의 특수방어를 올린다.,공격 기술이라 에이스/스위퍼의 직접 피해 후보입니다.
maxrockfall,다이록,Max Rockfall,Rock,Physical,10,필중,0,adjacentFoe,ACE_DAMAGE|ACE_COVERAGE,에이스 주력 공격|에이스 견제폭,0,0.5,0.1,0,0,0,0,0,0,다이맥스한 포켓몬이 날리는 바위타입의 공격. 5턴 동안 날씨를 모래바람으로 만든다.,공격 기술이라 에이스/스위퍼의 직접 피해 후보입니다.
maxstarfall,다이페어리,Max Starfall,Fairy,Physical,10,필중,0,adjacentFoe,ACE_DAMAGE|ACE_COVERAGE,에이스 주력 공격|에이스 견제폭,0,0.5,0.1,0,0,0,0,0,0,다이맥스한 포켓몬이 날리는 페어리타입의 공격. 5턴 동안 미스트필드로 만든다.,공격 기술이라 에이스/스위퍼의 직접 피해 후보입니다.
maxsteelspike,다이스틸,Max Steelspike,Steel,Physical,10,필중,0,adjacentFoe,ACE_DAMAGE|ACE_COVERAGE,에이스 주력 공격|에이스 견제폭,0,0.5,0.1,0,0,0,0,0,0,다이맥스한 포켓몬이 날리는 강철타입의 공격. 같은 편의 방어를 올린다.,공격 기술이라 에이스/스위퍼의 직접 피해 후보입니다.
maxstrike,다이어택,Max Strike,Normal,Physical,10,필중,0,adjacentFoe,ACE_DAMAGE,에이스 주력 공격,0,0.2,0.1,0,0,0,0,0,0,다이맥스한 포켓몬이 날리는 노말타입의 공격. 상대의 스피드를 떨어뜨린다.,공격 기술이라 에이스/스위퍼의 직접 피해 후보입니다.
maxwyrmwind,다이드라군,Max Wyrmwind,Dragon,Physical,10,필중,0,adjacentFoe,ACE_DAMAGE|ACE_COVERAGE,에이스 주력 공격|에이스 견제폭,0,0.5,0.1,0,0,0,0,0,0,다이맥스한 포켓몬이 날리는 드래곤타입의 공격. 상대의 공격을 떨어뜨린다.,공격 기술이라 에이스/스위퍼의 직접 피해 후보입니다.
meanlook,검은눈빛,Mean Look,Normal,Status,,필중,0,normal,,,0,0,0,0,0,0,0,0,0.8,빨려 들어갈 것 같은 까만 눈빛으로 가만히 응시하여 상대를 배틀에서 도망갈 수 없게 한다.,변화기이므로 세부 효과 미분류 상태에서는 지원 후보로 보류합니다.
meditate,요가포즈,Meditate,Psychic,Status,,필중,0,self,,,0,0,0,0,0,0,0,0,0.8,잠들어 있는 힘을 몸속에서 끌어내어 자신의 공격을 올린다.,변화기이므로 세부 효과 미분류 상태에서는 지원 후보로 보류합니다.
mefirst,선취,Me First,Normal,Status,,필중,0,adjacentFoe,,,0,0,0,0,0,0,0,0,0.8,위력을 올려 상대가 쓰려고 하는 기술을 먼저 쓴다. 먼저 쓰지 않으면 실패한다.,변화기이므로 세부 효과 미분류 상태에서는 지원 후보로 보류합니다.
megadrain,메가드레인,Mega Drain,Grass,Special,40,100,0,normal,ACE_DAMAGE|ACE_COVERAGE,에이스 주력 공격|에이스 견제폭,0,1,0.5,0,0,0,0,0,0,양분을 흡수하여 공격한다. 상대에게 입힌 데미지의 절반에 해당하는 HP를 회복할 수 있다.,공격 기술이라 에이스/스위퍼의 직접 피해 후보입니다.
megahorn,메가혼,Megahorn,Bug,Physical,120,85,0,normal,ACE_DAMAGE|RISKY_NUKE|ACE_COVERAGE,에이스 주력 공격|고위험 고화력|에이스 견제폭,0,3,1.5,0,0,0,0,0,0,단단하고 훌륭한 뿔로 마음껏 상대를 꿰찔러서 공격한다.,공격 기술이라 에이스/스위퍼의 직접 피해 후보입니다. / 고위력 기술이라 돌파 가치가 높습니다.
megakick,메가톤킥,Mega Kick,Normal,Physical,120,75,0,normal,ACE_DAMAGE|RISKY_NUKE,에이스 주력 공격|고위험 고화력,0,2.7,1.5,0,0,0,0,0,0,굉장한 힘을 담은 킥으로 상대를 걷어차서 공격한다.,공격 기술이라 에이스/스위퍼의 직접 피해 후보입니다. / 고위력 기술이라 돌파 가치가 높습니다.
megapunch,메가톤펀치,Mega Punch,Normal,Physical,80,85,0,normal,ACE_DAMAGE,에이스 주력 공격,0,1.3,1,0,0,0,0,0,0,힘을 담은 펀치로 상대를 공격한다.,공격 기술이라 에이스/스위퍼의 직접 피해 후보입니다.
memento,추억의선물,Memento,Dark,Status,,100,0,normal,DISRUPT,방해,0,0,0,0.8,0,0,0,1.8,0,자신은 기절하게 되지만 그 대신 상대의 공격과 특수공격을 크게 떨어뜨린다.,상대 능력치를 낮춰 현재 대면 또는 후속 대면을 안정화합니다.
menacingmoonrazemaelstrom,문라이트블래스터,Menacing Moonraze Maelstrom,Ghost,Special,200,필중,0,normal,ACE_DAMAGE|RISKY_NUKE|ACE_COVERAGE,에이스 주력 공격|고위험 고화력|에이스 견제폭,0,3.2,1.5,0,0,0,0,0,0,Z파워를 얻은 루나아라가 전력으로 공격한다. 상대의 특성 효과를 무시할 수 있다.,공격 기술이라 에이스/스위퍼의 직접 피해 후보입니다. / 고위력 기술이라 돌파 가치가 높습니다.
metalburst,메탈버스트,Metal Burst,Steel,Physical,,100,0,scripted,,,0,0,0,0,0,0,0,0,0,기술을 쓰기 전에 마지막으로 받은 기술의 데미지를 늘려서 기술을 쓴 상대에게 돌려준다.,
metalclaw,메탈클로,Metal Claw,Steel,Physical,50,95,0,normal,ACE_DAMAGE|ACE_COVERAGE,에이스 주력 공격|에이스 견제폭,0,1.1,0.6,0,0,0,0,0,0,강철의 발톱으로 상대를 베어 갈라 공격한다. 자신의 공격이 올라갈 때도 있다.,공격 기술이라 에이스/스위퍼의 직접 피해 후보입니다.
metalsound,금속음,Metal Sound,Steel,Status,,85,0,normal,DISRUPT,방해,0,0,0,0.8,0,0,0,1.8,0,금속을 긁을 때 나는 듯한 싫은 소리를 들려준다. 상대의 특수방어를 크게 떨어뜨린다.,상대 능력치를 낮춰 현재 대면 또는 후속 대면을 안정화합니다.
meteorassault,스타어설트,Meteor Assault,Fighting,Physical,150,100,0,normal,ACE_DAMAGE|RISKY_NUKE|ACE_COVERAGE,에이스 주력 공격|고위험 고화력|에이스 견제폭,0,3.2,1.5,0,0,0,0,0,0,굵은 줄기를 휘둘러서 공격한다. 단 자신도 비틀거리기 때문에 다음 턴은 움직일 수 없다.,공격 기술이라 에이스/스위퍼의 직접 피해 후보입니다. / 고위력 기술이라 돌파 가치가 높습니다.
meteorbeam,메테오빔,Meteor Beam,Rock,Special,120,90,0,normal,ACE_DAMAGE|RISKY_NUKE|ACE_COVERAGE,에이스 주력 공격|고위험 고화력|에이스 견제폭,0,3,1.5,0,0,0,0,0,0,1턴째에 우주의 힘을 모아서 특수공격을 올리고 2턴째에 상대를 공격한다.,공격 기술이라 에이스/스위퍼의 직접 피해 후보입니다. / 고위력 기술이라 돌파 가치가 높습니다.
meteormash,코멧펀치,Meteor Mash,Steel,Physical,90,90,0,normal,ACE_DAMAGE|ACE_COVERAGE,에이스 주력 공격|에이스 견제폭,0,1.8,1.1,0,0,0,0,0,0,혜성과 같은 펀치를 날려서 상대를 공격한다. 자신의 공격이 올라갈 때가 있다.,공격 기술이라 에이스/스위퍼의 직접 피해 후보입니다.
metronome,손가락흔들기,Metronome,Normal,Status,,필중,0,self,,,0,0,0,0,0,0,0,0,0.8,손가락을 흔들어 자신의 뇌를 자극해서 모든 기술 중 어느 하나를 날린다.,변화기이므로 세부 효과 미분류 상태에서는 지원 후보로 보류합니다.
mightycleave,파워풀에지,Mighty Cleave,Rock,Physical,95,100,0,normal,ACE_DAMAGE|ACE_COVERAGE,에이스 주력 공격|에이스 견제폭,0,1.9,1.2,0,0,0,0,0,0,머리에 축적된 빛으로 절단한다. 기술 방어를 무시하고 공격할 수 있다.,공격 기술이라 에이스/스위퍼의 직접 피해 후보입니다.
milkdrink,우유마시기,Milk Drink,Normal,Status,,필중,0,self,RECOVERY,회복,0,-0.4,0,4,0,0,0,0,1.5,자신의 최대 HP 절반을 회복한다.,체력 회복으로 막이/장기전 자원 가치가 높습니다.
mimic,흉내내기,Mimic,Normal,Status,,필중,0,normal,,,0,0,0,0,0,0,0,0,0.8,상대가 마지막에 사용한 기술을 배틀을 하는 동안 자신의 기술로 만들 수 있다.,변화기이므로 세부 효과 미분류 상태에서는 지원 후보로 보류합니다.
mindblown,깜짝헤드,Mind Blown,Fire,Special,150,100,0,allAdjacent,ACE_DAMAGE|RISKY_NUKE|ACE_COVERAGE,에이스 주력 공격|고위험 고화력|에이스 견제폭,0,3.2,1.5,0,0,0,0,0,0,자신의 머리를 폭발시켜 주위의 모든 것을 공격한다. 자신도 데미지를 받는다.,공격 기술이라 에이스/스위퍼의 직접 피해 후보입니다. / 고위력 기술이라 돌파 가치가 높습니다.
mindreader,마음의눈,Mind Reader,Normal,Status,,필중,0,normal,,,0,0,0,0,0,0,0,0,0.8,상대의 움직임을 마음으로 읽고 다음 공격이 반드시 상대에게 명중되게 한다.,변화기이므로 세부 효과 미분류 상태에서는 지원 후보로 보류합니다.
minimize,작아지기,Minimize,Normal,Status,,필중,0,self,,,0,0,0,0,0,0,0,0,0.8,몸을 축소하여 작게 보임으로써 자신의 회피율을 크게 올린다.,변화기이므로 세부 효과 미분류 상태에서는 지원 후보로 보류합니다.
miracleeye,미라클아이,Miracle Eye,Psychic,Status,,필중,0,normal,,,0,0,0,0,0,0,0,0,0.8,악타입에 효과가 없는 기술이나 회피율이 높은 상대라 할지라도 공격이 맞게 된다.,변화기이므로 세부 효과 미분류 상태에서는 지원 후보로 보류합니다.
mirrorcoat,미러코트,Mirror Coat,Psychic,Special,,100,-5,scripted,,,0,0,0,0,0,0,0,0,0,상대에게 받은 특수공격의 데미지를 2배로 만들어 그 상대에게 돌려준다.,
mirrormove,따라하기,Mirror Move,Flying,Status,,필중,0,normal,,,0,0,0,0,0,0,0,0,0.8,상대가 사용한 기술을 흉내 내어 자신도 똑같은 기술을 쓴다.,변화기이므로 세부 효과 미분류 상태에서는 지원 후보로 보류합니다.
mirrorshot,미러샷,Mirror Shot,Steel,Special,65,85,0,normal,ACE_DAMAGE|ACE_COVERAGE,에이스 주력 공격|에이스 견제폭,0,1.4,0.8,0,0,0,0,0,0,갈고닦은 몸에서 섬광의 힘을 상대에게 쏜다. 명중률을 떨어뜨릴 때가 있다.,공격 기술이라 에이스/스위퍼의 직접 피해 후보입니다.
mist,흰안개,Mist,Ice,Status,,필중,0,allySide,SCREEN_SUPPORT,벽/장막,2.2,0,0,1.5,0,0,0,0,3.5,하얀 안개로 몸을 덮는다. 5턴 동안 상대에 의해 능력이 떨어지지 않게 된다.,팀 전체 생존 또는 상태 방어를 지원합니다.
mistball,미스트볼,Mist Ball,Psychic,Special,95,100,0,normal,ACE_DAMAGE|ACE_COVERAGE,에이스 주력 공격|에이스 견제폭,0,1.9,1.2,0,0,0,0,0,0,안개의 깃털로 둘러싸 공격한다. 상대의 특수공격을 떨어뜨릴 때가 있다.,공격 기술이라 에이스/스위퍼의 직접 피해 후보입니다.
mistyexplosion,미스트버스트,Misty Explosion,Fairy,Special,100,100,0,allAdjacent,ACE_DAMAGE|RISKY_NUKE|ACE_COVERAGE,에이스 주력 공격|고위험 고화력|에이스 견제폭,0,2.7,1.3,0,0,0,0,0,0,자신의 주위에 있는 모두를 공격하지만 사용하면 기절한다. 미스트필드일 때 위력이 올라간다.,공격 기술이라 에이스/스위퍼의 직접 피해 후보입니다. / 고위력 기술이라 돌파 가치가 높습니다.
mistyterrain,미스트필드,Misty Terrain,Fairy,Status,,필중,0,all,FIELD_CONTROL,날씨/필드/룸,1.8,0,0,0,0,0.8,0,0,3,5턴 동안 땅에 있으면 상태 이상이 되지 않고 드래곤타입 기술의 데미지도 절반이 된다.,날씨/필드/룸/순풍 등 전장 조건을 바꿉니다.
moonblast,문포스,Moonblast,Fairy,Special,95,100,0,normal,ACE_DAMAGE|ACE_COVERAGE,에이스 주력 공격|에이스 견제폭,0,1.9,1.2,0,0,0,0,0,0,달의 파워를 빌려서 상대를 공격한다. 상대의 특수공격을 떨어뜨릴 때가 있다.,공격 기술이라 에이스/스위퍼의 직접 피해 후보입니다.
moongeistbeam,섀도레이,Moongeist Beam,Ghost,Special,100,100,0,normal,ACE_DAMAGE|RISKY_NUKE|ACE_COVERAGE,에이스 주력 공격|고위험 고화력|에이스 견제폭,0,2.7,1.3,0,0,0,0,0,0,괴상한 광선을 쏘아 공격한다. 상대의 특성을 무시하고 공격할 수 있다.,공격 기술이라 에이스/스위퍼의 직접 피해 후보입니다. / 고위력 기술이라 돌파 가치가 높습니다.
moonlight,달빛,Moonlight,Fairy,Status,,필중,0,self,RECOVERY,회복,0,-0.4,0,4,0,0,0,0,1.5,자신의 HP를 회복한다. 날씨에 따라 회복량이 변한다.,체력 회복으로 막이/장기전 자원 가치가 높습니다.
morningsun,아침햇살,Morning Sun,Normal,Status,,필중,0,self,RECOVERY,회복,0,-0.4,0,4,0,0,0,0,1.5,자신의 HP를 회복한다. 날씨에 따라 회복량이 변한다.,체력 회복으로 막이/장기전 자원 가치가 높습니다.
mortalspin,킬러스핀,Mortal Spin,Poison,Physical,30,100,0,allAdjacentFoes,ACE_DAMAGE|ACE_COVERAGE|HAZARD_REMOVE,에이스 주력 공격|에이스 견제폭|판 제거,0,0.8,0.4,0.8,0,4.5,0,0,2,"회전해서 상대를 공격한다. 조이기, 김밥말이, 씨뿌리기 등의 효과를 날려 버린다. 상대를 독 상태로 만든다.",공격 기술이라 에이스/스위퍼의 직접 피해 후보입니다. / 설치물 제거 또는 필드 정리 가치가 있습니다.
mountaingale,빙산바람,Mountain Gale,Ice,Physical,100,85,0,normal,ACE_DAMAGE|RISKY_NUKE|ACE_COVERAGE,에이스 주력 공격|고위험 고화력|에이스 견제폭,0,2.7,1.3,0,0,0,0,0,0,빙산처럼 커다란 얼음덩어리를 부딪쳐서 공격한다. 상대를 풀죽게 만들 때가 있다.,공격 기술이라 에이스/스위퍼의 직접 피해 후보입니다. / 고위력 기술이라 돌파 가치가 높습니다.
mudbomb,진흙폭탄,Mud Bomb,Ground,Special,65,85,0,normal,ACE_DAMAGE|ACE_COVERAGE,에이스 주력 공격|에이스 견제폭,0,1.4,0.8,0,0,0,0,0,0,단단한 진흙구슬을 상대에게 발사하여 공격한다. 명중률을 떨어뜨릴 때가 있다.,공격 기술이라 에이스/스위퍼의 직접 피해 후보입니다.
muddywater,탁류,Muddy Water,Water,Special,90,85,0,allAdjacentFoes,ACE_DAMAGE|ACE_COVERAGE,에이스 주력 공격|에이스 견제폭,0,1.8,1.1,0,0,0,0,0,0,탁해진 물을 상대에게 발사하여 공격한다. 명중률을 떨어뜨릴 때가 있다.,공격 기술이라 에이스/스위퍼의 직접 피해 후보입니다.
mudshot,머드샷,Mud Shot,Ground,Special,55,95,0,normal,ACE_DAMAGE|ACE_COVERAGE,에이스 주력 공격|에이스 견제폭,0,1.2,0.7,0,0,0,0,0,0,진흙 덩어리를 상대에게 내던져서 공격한다. 동시에 상대의 스피드를 떨어뜨린다.,공격 기술이라 에이스/스위퍼의 직접 피해 후보입니다.
mudslap,진흙뿌리기,Mud-Slap,Ground,Special,20,100,0,normal,ACE_DAMAGE|ACE_COVERAGE,에이스 주력 공격|에이스 견제폭,0,0.6,0.3,0,0,0,0,0,0,상대의 얼굴 등에 진흙을 내던져서 공격한다. 명중률을 떨어뜨린다.,공격 기술이라 에이스/스위퍼의 직접 피해 후보입니다.
mudsport,흙놀이,Mud Sport,Ground,Status,,필중,0,all,FIELD_CONTROL,날씨/필드/룸,1.8,0,0,0,0,0.8,0,0,3,주위를 진흙투성이로 만든다. 5턴 동안 전기타입의 기술을 약하게 한다.,날씨/필드/룸/순풍 등 전장 조건을 바꿉니다.
multiattack,멀티어택,Multi-Attack,Normal,Physical,120,100,0,normal,ACE_DAMAGE|RISKY_NUKE,에이스 주력 공격|고위험 고화력,0,2.7,1.5,0,0,0,0,0,0,높은 에너지를 둘러싸 상대에게 부딪쳐 공격한다. 메모리에 따라 타입이 바뀐다.,공격 기술이라 에이스/스위퍼의 직접 피해 후보입니다. / 고위력 기술이라 돌파 가치가 높습니다.
mysticalfire,매지컬플레임,Mystical Fire,Fire,Special,75,100,0,normal,ACE_DAMAGE|ACE_COVERAGE,에이스 주력 공격|에이스 견제폭,0,1.6,0.9,0,0,0,0,0,0,입에서 내뱉는 아주 뜨거운 불꽃으로 공격한다. 상대의 특수공격을 떨어뜨린다.,공격 기술이라 에이스/스위퍼의 직접 피해 후보입니다.
mysticalpower,신비의힘,Mystical Power,Psychic,Special,70,90,0,normal,ACE_DAMAGE|ACE_COVERAGE,에이스 주력 공격|에이스 견제폭,0,1.5,0.9,0,0,0,0,0,0,신비의 힘으로 상대를 공격한다. 자신의 특수공격이 올라간다.,공격 기술이라 에이스/스위퍼의 직접 피해 후보입니다.
nastyplot,나쁜음모,Nasty Plot,Dark,Status,,필중,0,self,SETUP_BOOST,랭크업/전개,0,2,4,0,0,0,0,0,0,나쁜 일을 생각해서 머리를 활성화시킨다. 자신의 특수공격을 크게 올린다.,랭크업으로 에이스 전개 또는 장기 돌파 조건을 만듭니다.
naturalgift,자연의은혜,Natural Gift,Normal,Physical,,100,0,normal,,,0,0,0,0,0,0,0,0,0,나무열매에서 힘을 얻어 공격한다. 지니게 한 나무열매에 따라 기술의 타입과 위력이 바뀐다.,
naturepower,자연의힘,Nature Power,Normal,Status,,필중,0,normal,,,0,0,0,0,0,0,0,0,0.8,자연의 힘으로 공격한다. 사용하는 장소에 따라 나오는 기술이 변화한다.,변화기이므로 세부 효과 미분류 상태에서는 지원 후보로 보류합니다.
naturesmadness,자연의분노,Nature's Madness,Fairy,Special,,90,0,normal,,,0,0,0,0,0,0,0,0,0,자연의 분노를 상대에게 부딪친다. 상대의 HP는 절반이 된다.,
needlearm,바늘팔,Needle Arm,Grass,Physical,60,100,0,normal,ACE_DAMAGE|ACE_COVERAGE,에이스 주력 공격|에이스 견제폭,0,1.3,0.8,0,0,0,0,0,0,바늘팔을 세차게 흔들어 공격한다. 상대를 풀죽게 만들 때가 있다.,공격 기술이라 에이스/스위퍼의 직접 피해 후보입니다.
neverendingnightmare,무한암야로의유인,Never-Ending Nightmare,Ghost,Physical,1,필중,0,normal,ACE_DAMAGE|ACE_COVERAGE,에이스 주력 공격|에이스 견제폭,0,0.3,0,0,0,0,0,0,0,Z파워로 불러낸 강한 원념이 전력으로 상대에게 쏟아진다. 원래 기술에 따라 위력이 변한다.,공격 기술이라 에이스/스위퍼의 직접 피해 후보입니다.
nightdaze,나이트버스트,Night Daze,Dark,Special,85,95,0,normal,ACE_DAMAGE|ACE_COVERAGE,에이스 주력 공격|에이스 견제폭,0,1.7,1.1,0,0,0,0,0,0,암흑의 충격파를 날려서 상대를 공격한다. 명중률을 떨어뜨릴 때가 있다.,공격 기술이라 에이스/스위퍼의 직접 피해 후보입니다.
nightmare,악몽,Nightmare,Ghost,Status,,100,0,normal,,,0,0,0,0,0,0,0,0,0.8,잠듦 상태의 상대에게 악몽을 꾸게 하여 매 턴 조금씩 HP를 떨어뜨려 간다.,변화기이므로 세부 효과 미분류 상태에서는 지원 후보로 보류합니다.
nightshade,나이트헤드,Night Shade,Ghost,Special,,100,0,normal,,,0,0,0,0,0,0,0,0,0,무시무시한 환상을 보게 해서 자신의 레벨과 똑같은 만큼의 데미지를 상대에게 준다.,
nightslash,깜짝베기,Night Slash,Dark,Physical,70,100,0,normal,ACE_DAMAGE|ACE_COVERAGE,에이스 주력 공격|에이스 견제폭,0,1.5,0.9,0,0,0,0,0,0,순간적으로 틈을 노려 상대를 베어 버린다. 급소에 맞기 쉽다.,공격 기술이라 에이스/스위퍼의 직접 피해 후보입니다.
nihillight,Nihil Light,Nihil Light,Dragon,Special,100,100,0,allAdjacentFoes,ACE_DAMAGE|RISKY_NUKE|ACE_COVERAGE,에이스 주력 공격|고위험 고화력|에이스 견제폭,0,2.7,1.3,0,0,0,0,0,0,,공격 기술이라 에이스/스위퍼의 직접 피해 후보입니다. / 고위력 기술이라 돌파 가치가 높습니다.
nobleroar,부르짖기,Noble Roar,Normal,Status,,100,0,normal,DISRUPT,방해,0,0,0,0.8,0,0,0,1.8,0,우렁차게 부르짖어서 상대를 위협하여 상대의 공격과 특수공격을 떨어뜨린다.,상대 능력치를 낮춰 현재 대면 또는 후속 대면을 안정화합니다.
noretreat,배수의진,No Retreat,Fighting,Status,,필중,0,self,,,0,0,0,0,0,0,0,0,0.8,자신의 모든 능력이 올라가지만 교체하거나 도망칠 수 없게 된다.,변화기이므로 세부 효과 미분류 상태에서는 지원 후보로 보류합니다.
noxioustorque,Noxious Torque,Noxious Torque,Poison,Physical,100,100,0,normal,ACE_DAMAGE|RISKY_NUKE|ACE_COVERAGE,에이스 주력 공격|고위험 고화력|에이스 견제폭,0,2.7,1.3,0,0,0,0,0,0,30% chance to poison the target.,공격 기술이라 에이스/스위퍼의 직접 피해 후보입니다. / 고위력 기술이라 돌파 가치가 높습니다.
nuzzle,볼부비부비,Nuzzle,Electric,Physical,20,100,0,normal,ACE_DAMAGE|ACE_COVERAGE|STATUS_SPREAD,에이스 주력 공격|에이스 견제폭|상태이상,0,0.6,0.3,2.2,0,0,0,2.4,1.8,전기가 흐르는 볼을 비벼서 공격한다. 상대를 마비 상태로 만든다.,공격 기술이라 에이스/스위퍼의 직접 피해 후보입니다. / 상태이상으로 상대 기능을 낮추거나 교체를 압박합니다.
oblivionwing,데스윙,Oblivion Wing,Flying,Special,80,100,0,any,ACE_DAMAGE|ACE_COVERAGE,에이스 주력 공격|에이스 견제폭,0,1.6,1,0,0,0,0,0,0,조준한 상대로부터 HP를 흡수한다. 준 데미지의 반 이상 HP를 회복한다.,공격 기술이라 에이스/스위퍼의 직접 피해 후보입니다.
obstruct,블로킹,Obstruct,Dark,Status,,100,4,self,PRIORITY|FINISHER,선공기|마무리,0,0.8,0,0,0,0,4.4,0,0,상대의 공격을 전혀 받지 않는다. 연속으로 쓰면 실패하기 쉽다. 접촉한 상대의 방어를 크게 떨어뜨린다.,선공기라 복수 처리와 마무리 가치가 큽니다.
oceanicoperetta,바다의심포니,Oceanic Operetta,Water,Special,195,필중,0,normal,ACE_DAMAGE|RISKY_NUKE|ACE_COVERAGE,에이스 주력 공격|고위험 고화력|에이스 견제폭,0,3.2,1.5,0,0,0,0,0,0,Z파워로 대량의 물을 부른 누리레느가 전력으로 상대를 공격한다.,공격 기술이라 에이스/스위퍼의 직접 피해 후보입니다. / 고위력 기술이라 돌파 가치가 높습니다.
octazooka,대포무노포,Octazooka,Water,Special,65,85,0,normal,ACE_DAMAGE|ACE_COVERAGE,에이스 주력 공격|에이스 견제폭,0,1.4,0.8,0,0,0,0,0,0,상대의 얼굴 등에 먹물을 내뿜어 공격한다. 명중률을 떨어뜨릴 때가 있다.,공격 기술이라 에이스/스위퍼의 직접 피해 후보입니다.
octolock,문어굳히기,Octolock,Fighting,Status,,100,0,normal,,,0,0,0,0,0,0,0,0,0.8,상대를 도망칠 수 없게 한다. 굳히기에 당한 상대는 매 턴 방어와 특수방어가 떨어진다.,변화기이므로 세부 효과 미분류 상태에서는 지원 후보로 보류합니다.
