"id","namespace","path","english_name","korean_name","battle_category","battle_usable","tags","source_jars"
"quark:trapped_lootr_blossom_chest","quark","trapped_lootr_blossom_chest","","","unverified","false","lootr:trapped_chests","Quark-4.1-476.jar"
"quark:trapped_lootr_cherry_chest","quark","trapped_lootr_cherry_chest","","","unverified","false","lootr:trapped_chests","Quark-4.1-476.jar"
"quark:trapped_lootr_crimson_chest","quark","trapped_lootr_crimson_chest","","","unverified","false","lootr:trapped_chests","Quark-4.1-476.jar"
"quark:trapped_lootr_dark_oak_chest","quark","trapped_lootr_dark_oak_chest","","","unverified","false","lootr:trapped_chests","Quark-4.1-476.jar"
"quark:trapped_lootr_jungle_chest","quark","trapped_lootr_jungle_chest","","","unverified","false","lootr:trapped_chests","Quark-4.1-476.jar"
"quark:trapped_lootr_mangrove_chest","quark","trapped_lootr_mangrove_chest","","","unverified","false","lootr:trapped_chests","Quark-4.1-476.jar"
"quark:trapped_lootr_nether_brick_chest","quark","trapped_lootr_nether_brick_chest","","","unverified","false","lootr:trapped_chests","Quark-4.1-476.jar"
"quark:trapped_lootr_oak_chest","quark","trapped_lootr_oak_chest","","","unverified","false","lootr:trapped_chests","Quark-4.1-476.jar"
"quark:trapped_lootr_prismarine_chest","quark","trapped_lootr_prismarine_chest","","","unverified","false","lootr:trapped_chests","Quark-4.1-476.jar"
"quark:trapped_lootr_purpur_chest","quark","trapped_lootr_purpur_chest","","","unverified","false","lootr:trapped_chests","Quark-4.1-476.jar"
"quark:trapped_lootr_spruce_chest","quark","trapped_lootr_spruce_chest","","","unverified","false","lootr:trapped_chests","Quark-4.1-476.jar"
"quark:trapped_lootr_warped_chest","quark","trapped_lootr_warped_chest","","","unverified","false","lootr:trapped_chests","Quark-4.1-476.jar"
"quark:trapped_mangrove_chest","quark","trapped_mangrove_chest","","","unverified","false","c:chests/trapped;c:chests/wooden;quark:revertable_trapped_chests","Quark-4.1-476.jar"
"quark:trapped_nether_brick_chest","quark","trapped_nether_brick_chest","","","unverified","false","c:chests/trapped","Quark-4.1-476.jar"
"quark:trapped_oak_chest","quark","trapped_oak_chest","","","unverified","false","c:chests/trapped;c:chests/wooden;quark:revertable_trapped_chests","Quark-4.1-476.jar"
"quark:trapped_prismarine_chest","quark","trapped_prismarine_chest","","","unverified","false","c:chests/trapped","Quark-4.1-476.jar"
"quark:trapped_purpur_chest","quark","trapped_purpur_chest","","","unverified","false","c:chests/trapped","Quark-4.1-476.jar"
"quark:trapped_spruce_chest","quark","trapped_spruce_chest","","","unverified","false","c:chests/trapped;c:chests/wooden;quark:revertable_trapped_chests","Quark-4.1-476.jar"
"quark:trapped_warped_chest","quark","trapped_warped_chest","","","unverified","false","c:chests/trapped;c:chests/wooden;quark:revertable_trapped_chests","Quark-4.1-476.jar"
"quark:trowel","quark","trowel","Trowel","모종삽","unverified","false","quark:reacharound_able","Quark-4.1-476.jar"
"quark:tuff_brick_vertical_slab","quark","tuff_brick_vertical_slab","","","unverified","false","quark:vertical_slab;quark:vertical_slabs","Quark-4.1-476.jar"
"quark:tuff_vertical_slab","quark","tuff_vertical_slab","","","unverified","false","quark:vertical_slab;quark:vertical_slabs","Quark-4.1-476.jar"
"quark:vertical_acacia_planks","quark","vertical_acacia_planks","","","unverified","false","minecraft:planks","Quark-4.1-476.jar"
"quark:vertical_ancient_planks","quark","vertical_ancient_planks","","","unverified","false","minecraft:planks","Quark-4.1-476.jar"
"quark:vertical_azalea_planks","quark","vertical_azalea_planks","","","unverified","false","minecraft:planks","Quark-4.1-476.jar"
"quark:vertical_bamboo_planks","quark","vertical_bamboo_planks","","","unverified","false","minecraft:planks","Quark-4.1-476.jar"
"quark:vertical_birch_planks","quark","vertical_birch_planks","","","unverified","false","minecraft:planks","Quark-4.1-476.jar"
"quark:vertical_blossom_planks","quark","vertical_blossom_planks","","","unverified","false","minecraft:planks","Quark-4.1-476.jar"
"quark:vertical_cherry_planks","quark","vertical_cherry_planks","","","unverified","false","minecraft:planks","Quark-4.1-476.jar"
"quark:vertical_crimson_planks","quark","vertical_crimson_planks","","","unverified","false","minecraft:non_flammable_wood;minecraft:planks","Quark-4.1-476.jar"
"quark:vertical_dark_oak_planks","quark","vertical_dark_oak_planks","","","unverified","false","minecraft:planks","Quark-4.1-476.jar"
"quark:vertical_jungle_planks","quark","vertical_jungle_planks","","","unverified","false","minecraft:planks","Quark-4.1-476.jar"
"quark:vertical_mangrove_planks","quark","vertical_mangrove_planks","","","unverified","false","minecraft:planks","Quark-4.1-476.jar"
"quark:vertical_oak_planks","quark","vertical_oak_planks","","","unverified","false","minecraft:planks","Quark-4.1-476.jar"
"quark:vertical_spruce_planks","quark","vertical_spruce_planks","","","unverified","false","minecraft:planks","Quark-4.1-476.jar"
"quark:vertical_warped_planks","quark","vertical_warped_planks","","","unverified","false","minecraft:non_flammable_wood;minecraft:planks","Quark-4.1-476.jar"
"quark:violet_corundum","quark","violet_corundum","","","unverified","false","quark:corundum","Quark-4.1-476.jar"
"quark:violet_crystal_lamp","quark","violet_crystal_lamp","","","unverified","false","quark:crystal_lamp","Quark-4.1-476.jar"
"quark:warped_bookshelf","quark","warped_bookshelf","","","unverified","false","c:bookshelves;minecraft:non_flammable_wood","Quark-4.1-476.jar"
"quark:warped_chest","quark","warped_chest","","","unverified","false","c:chests/wooden;minecraft:non_flammable_wood;quark:revertable_chests","Quark-4.1-476.jar"
"quark:warped_ladder","quark","warped_ladder","","","unverified","false","minecraft:non_flammable_wood;quark:ladders","Quark-4.1-476.jar"
"quark:warped_post","quark","warped_post","","","unverified","false","minecraft:non_flammable_wood;quark:posts","Quark-4.1-476.jar"
"quark:warped_vertical_slab","quark","warped_vertical_slab","","","unverified","false","quark:vertical_slab;quark:vertical_slabs;quark:wooden_vertical_slabs","Quark-4.1-476.jar"
"quark:waxed_cut_copper_vertical_slab","quark","waxed_cut_copper_vertical_slab","","","unverified","false","quark:vertical_slab;quark:vertical_slabs","Quark-4.1-476.jar"
"quark:waxed_exposed_cut_copper_vertical_slab","quark","waxed_exposed_cut_copper_vertical_slab","","","unverified","false","quark:vertical_slab;quark:vertical_slabs","Quark-4.1-476.jar"
"quark:waxed_oxidized_cut_copper_vertical_slab","quark","waxed_oxidized_cut_copper_vertical_slab","","","unverified","false","quark:vertical_slab;quark:vertical_slabs","Quark-4.1-476.jar"
"quark:waxed_weathered_cut_copper_vertical_slab","quark","waxed_weathered_cut_copper_vertical_slab","","","unverified","false","quark:vertical_slab;quark:vertical_slabs","Quark-4.1-476.jar"
"quark:weathered_cut_copper_vertical_slab","quark","weathered_cut_copper_vertical_slab","","","unverified","false","quark:vertical_slab;quark:vertical_slabs","Quark-4.1-476.jar"
"quark:white_corundum","quark","white_corundum","","","unverified","false","quark:corundum","Quark-4.1-476.jar"
"quark:white_crystal_lamp","quark","white_crystal_lamp","","","unverified","false","quark:crystal_lamp","Quark-4.1-476.jar"
"quark:white_framed_glass","quark","white_framed_glass","","","unverified","false","c:glass;quark:framed_glasses;quark:stained_framed_glasses","Quark-4.1-476.jar"
"quark:white_framed_glass_pane","quark","white_framed_glass_pane","","","unverified","false","c:glass_panes;quark:framed_glass_panes;quark:stained_framed_glass_panes","Quark-4.1-476.jar"
"quark:white_rune","quark","white_rune","","흰색 룬","unverified","false","","Quark-4.1-476.jar"
"quark:white_shard","quark","white_shard","White Glass Shard","흰색 유리 조각","unverified","false","quark:shards","Quark-4.1-476.jar"
"quark:white_shingles_slab","quark","white_shingles_slab","","","unverified","false","minecraft:slabs","Quark-4.1-476.jar"
"quark:white_shingles_stairs","quark","white_shingles_stairs","","","unverified","false","minecraft:stairs","Quark-4.1-476.jar"
"quark:white_shingles_vertical_slab","quark","white_shingles_vertical_slab","","","unverified","false","quark:vertical_slab;quark:vertical_slabs","Quark-4.1-476.jar"
"quark:white_stool","quark","white_stool","","","unverified","false","quark:stools","Quark-4.1-476.jar"
"quark:wraith_spawn_egg","quark","wraith_spawn_egg","Wraith Spawn Egg","유령 생성 알","unverified","false","","Quark-4.1-476.jar"
"quark:yellow_blossom_hedge","quark","yellow_blossom_hedge","","","unverified","false","another_furniture:flower_box_placeables;quark:hedges","Quark-4.1-476.jar"
"quark:yellow_blossom_leaves","quark","yellow_blossom_leaves","","","unverified","false","another_furniture:flower_box_placeables;minecraft:leaves","Quark-4.1-476.jar"
"quark:yellow_blossom_sapling","quark","yellow_blossom_sapling","","","unverified","false","another_furniture:flower_box_placeables;create:pulpifiable;minecraft:saplings;quark:seed_pouch_holdable","Quark-4.1-476.jar"
"quark:yellow_corundum","quark","yellow_corundum","","","unverified","false","quark:corundum","Quark-4.1-476.jar"
"quark:yellow_crystal_lamp","quark","yellow_crystal_lamp","","","unverified","false","quark:crystal_lamp","Quark-4.1-476.jar"
"quark:yellow_framed_glass","quark","yellow_framed_glass","","","unverified","false","c:glass;quark:framed_glasses;quark:stained_framed_glasses","Quark-4.1-476.jar"
"quark:yellow_framed_glass_pane","quark","yellow_framed_glass_pane","","","unverified","false","c:glass_panes;quark:framed_glass_panes;quark:stained_framed_glass_panes","Quark-4.1-476.jar"
"quark:yellow_rune","quark","yellow_rune","","노란색 룬","unverified","false","","Quark-4.1-476.jar"
"quark:yellow_shard","quark","yellow_shard","Yellow Glass Shard","노란색 유리 조각","unverified","false","quark:shards","Quark-4.1-476.jar"
"quark:yellow_shingles_slab","quark","yellow_shingles_slab","","","unverified","false","minecraft:slabs","Quark-4.1-476.jar"
"quark:yellow_shingles_stairs","quark","yellow_shingles_stairs","","","unverified","false","minecraft:stairs","Quark-4.1-476.jar"
"quark:yellow_shingles_vertical_slab","quark","yellow_shingles_vertical_slab","","","unverified","false","quark:vertical_slab;quark:vertical_slabs","Quark-4.1-476.jar"
"quark:yellow_stool","quark","yellow_stool","","","unverified","false","quark:stools","Quark-4.1-476.jar"
"rctmod:trainer_card","rctmod","trainer_card","Trainer Card","","unverified","false","","rctmod-neoforge-1.21.1-0.17.6-beta.jar"
"silentgems:cup_of_coffee","silentgems","cup_of_coffee","","","unverified","false","create:upright_on_belt","create-1.21.1-6.0.10.jar"
"silentgems:fishy_stew","silentgems","fishy_stew","","","unverified","false","create:upright_on_belt","create-1.21.1-6.0.10.jar"
"silentgems:meaty_stew","silentgems","meaty_stew","","","unverified","false","create:upright_on_belt","create-1.21.1-6.0.10.jar"
"silentgems:uncooked_fishy_stew","silentgems","uncooked_fishy_stew","","","unverified","false","create:upright_on_belt","create-1.21.1-6.0.10.jar"
"silentgems:uncooked_meaty_stew","silentgems","uncooked_meaty_stew","","","unverified","false","create:upright_on_belt","create-1.21.1-6.0.10.jar"
"sophisticatedbackpacks:advanced_alchemy_upgrade","sophisticatedbackpacks","advanced_alchemy_upgrade","Advanced Alchemy Upgrade","고급 연금술 기능","unverified","false","sophisticatedbackpacks:upgrade","sophisticatedbackpacks-1.21.1-3.25.13.1405.jar"
"sophisticatedbackpacks:advanced_compacting_upgrade","sophisticatedbackpacks","advanced_compacting_upgrade","Advanced Compacting Upgrade","고급 압축 기능","unverified","false","sophisticatedbackpacks:upgrade","sophisticatedbackpacks-1.21.1-3.25.13.1405.jar"
"sophisticatedbackpacks:advanced_deposit_upgrade","sophisticatedbackpacks","advanced_deposit_upgrade","Advanced Deposit Upgrade","고급 꺼내기 기능","unverified","false","sophisticatedbackpacks:upgrade","sophisticatedbackpacks-1.21.1-3.25.13.1405.jar"
"sophisticatedbackpacks:advanced_feeding_upgrade","sophisticatedbackpacks","advanced_feeding_upgrade","Advanced Feeding upgrade","고급 식사 기능","unverified","false","sophisticatedbackpacks:upgrade","sophisticatedbackpacks-1.21.1-3.25.13.1405.jar"
"sophisticatedbackpacks:advanced_filter_upgrade","sophisticatedbackpacks","advanced_filter_upgrade","Advanced Filter Upgrade","고급 필터 기능","unverified","false","sophisticatedbackpacks:upgrade","sophisticatedbackpacks-1.21.1-3.25.13.1405.jar"
"sophisticatedbackpacks:advanced_jukebox_upgrade","sophisticatedbackpacks","advanced_jukebox_upgrade","Advanced Jukebox Upgrade","고급 주크박스 기능","unverified","false","sophisticatedbackpacks:upgrade","sophisticatedbackpacks-1.21.1-3.25.13.1405.jar"
"sophisticatedbackpacks:advanced_magnet_upgrade","sophisticatedbackpacks","advanced_magnet_upgrade","Advanced Magnet Upgrade","고급 자석 기능","unverified","false","sophisticatedbackpacks:upgrade","sophisticatedbackpacks-1.21.1-3.25.13.1405.jar"
"sophisticatedbackpacks:advanced_pickup_upgrade","sophisticatedbackpacks","advanced_pickup_upgrade","Advanced Pickup Upgrade","고급 줍기 기능","unverified","false","sophisticatedbackpacks:upgrade","sophisticatedbackpacks-1.21.1-3.25.13.1405.jar"
"sophisticatedbackpacks:advanced_pump_upgrade","sophisticatedbackpacks","advanced_pump_upgrade","Advanced Pump Upgrade","고급 펌프 기능","unverified","false","sophisticatedbackpacks:upgrade","sophisticatedbackpacks-1.21.1-3.25.13.1405.jar"
"sophisticatedbackpacks:advanced_refill_upgrade","sophisticatedbackpacks","advanced_refill_upgrade","Advanced Refill Upgrade","고급 보충 기능","unverified","false","sophisticatedbackpacks:upgrade","sophisticatedbackpacks-1.21.1-3.25.13.1405.jar"
"sophisticatedbackpacks:advanced_restock_upgrade","sophisticatedbackpacks","advanced_restock_upgrade","Advanced Restock Upgrade","고급 넣기 기능","unverified","false","sophisticatedbackpacks:upgrade","sophisticatedbackpacks-1.21.1-3.25.13.1405.jar"
"sophisticatedbackpacks:advanced_tool_swapper_upgrade","sophisticatedbackpacks","advanced_tool_swapper_upgrade","Advanced Tool Swapper Upgrade","고급 도구 전환 기능","unverified","false","sophisticatedbackpacks:upgrade","sophisticatedbackpacks-1.21.1-3.25.13.1405.jar"
"sophisticatedbackpacks:advanced_void_upgrade","sophisticatedbackpacks","advanced_void_upgrade","Advanced Void Upgrade","고급 제거 기능","unverified","false","sophisticatedbackpacks:upgrade","sophisticatedbackpacks-1.21.1-3.25.13.1405.jar"
"sophisticatedbackpacks:alchemy_upgrade","sophisticatedbackpacks","alchemy_upgrade","Alchemy Upgrade","연금술 기능","unverified","false","sophisticatedbackpacks:upgrade","sophisticatedbackpacks-1.21.1-3.25.13.1405.jar"
"sophisticatedbackpacks:anvil_upgrade","sophisticatedbackpacks","anvil_upgrade","Anvil Upgrade","모루 기능","unverified","false","sophisticatedbackpacks:upgrade","sophisticatedbackpacks-1.21.1-3.25.13.1405.jar"
"sophisticatedbackpacks:auto_blasting_upgrade","sophisticatedbackpacks","auto_blasting_upgrade","Auto-blasting Upgrade","자동 용광로 기능","unverified","false","sophisticatedbackpacks:upgrade","sophisticatedbackpacks-1.21.1-3.25.13.1405.jar"
"sophisticatedbackpacks:auto_smelting_upgrade","sophisticatedbackpacks","auto_smelting_upgrade","Auto-smelting Upgrade","자동 화로 기능","unverified","false","sophisticatedbackpacks:upgrade","sophisticatedbackpacks-1.21.1-3.25.13.1405.jar"
"sophisticatedbackpacks:auto_smoking_upgrade","sophisticatedbackpacks","auto_smoking_upgrade","Auto-smoking Upgrade","자동 훈연기 기능","unverified","false","sophisticatedbackpacks:upgrade","sophisticatedbackpacks-1.21.1-3.25.13.1405.jar"
"sophisticatedbackpacks:backpack","sophisticatedbackpacks","backpack","Backpack","배낭","unverified","false","curios:back","sophisticatedbackpacks-1.21.1-3.25.13.1405.jar"
"sophisticatedbackpacks:battery_upgrade","sophisticatedbackpacks","battery_upgrade","Battery Upgrade","배터리 기능","unverified","false","sophisticatedbackpacks:upgrade","sophisticatedbackpacks-1.21.1-3.25.13.1405.jar"
"sophisticatedbackpacks:blasting_upgrade","sophisticatedbackpacks","blasting_upgrade","Blasting Upgrade","용광로 기능","unverified","false","sophisticatedbackpacks:upgrade","sophisticatedbackpacks-1.21.1-3.25.13.1405.jar"
"sophisticatedbackpacks:chipped/alchemy_bench_upgrade","sophisticatedbackpacks","chipped/alchemy_bench_upgrade","","","unverified","false","sophisticatedbackpacks:upgrade","sophisticatedbackpacks-1.21.1-3.25.13.1405.jar"
"sophisticatedbackpacks:chipped/botanist_workbench_upgrade","sophisticatedbackpacks","chipped/botanist_workbench_upgrade","","","unverified","false","sophisticatedbackpacks:upgrade","sophisticatedbackpacks-1.21.1-3.25.13.1405.jar"
"sophisticatedbackpacks:chipped/carpenters_table_upgrade","sophisticatedbackpacks","chipped/carpenters_table_upgrade","","","unverified","false","sophisticatedbackpacks:upgrade","sophisticatedbackpacks-1.21.1-3.25.13.1405.jar"
"sophisticatedbackpacks:chipped/glassblower_upgrade","sophisticatedbackpacks","chipped/glassblower_upgrade","","","unverified","false","sophisticatedbackpacks:upgrade","sophisticatedbackpacks-1.21.1-3.25.13.1405.jar"
"sophisticatedbackpacks:chipped/loom_table_upgrade","sophisticatedbackpacks","chipped/loom_table_upgrade","","","unverified","false","sophisticatedbackpacks:upgrade","sophisticatedbackpacks-1.21.1-3.25.13.1405.jar"
"sophisticatedbackpacks:chipped/mason_table_upgrade","sophisticatedbackpacks","chipped/mason_table_upgrade","","","unverified","false","sophisticatedbackpacks:upgrade","sophisticatedbackpacks-1.21.1-3.25.13.1405.jar"
"sophisticatedbackpacks:chipped/tinkering_table_upgrade","sophisticatedbackpacks","chipped/tinkering_table_upgrade","","","unverified","false","sophisticatedbackpacks:upgrade","sophisticatedbackpacks-1.21.1-3.25.13.1405.jar"
"sophisticatedbackpacks:compacting_upgrade","sophisticatedbackpacks","compacting_upgrade","Compacting Upgrade","압축 기능","unverified","false","sophisticatedbackpacks:upgrade","sophisticatedbackpacks-1.21.1-3.25.13.1405.jar"
"sophisticatedbackpacks:copper_backpack","sophisticatedbackpacks","copper_backpack","Copper Backpack","구리 배낭","unverified","false","curios:back","sophisticatedbackpacks-1.21.1-3.25.13.1405.jar"
"sophisticatedbackpacks:crafting_upgrade","sophisticatedbackpacks","crafting_upgrade","Crafting Upgrade","제작대 기능","unverified","false","sophisticatedbackpacks:upgrade","sophisticatedbackpacks-1.21.1-3.25.13.1405.jar"
"sophisticatedbackpacks:deposit_upgrade","sophisticatedbackpacks","deposit_upgrade","Deposit Upgrade","꺼내기 기능","unverified","false","sophisticatedbackpacks:upgrade","sophisticatedbackpacks-1.21.1-3.25.13.1405.jar"
"sophisticatedbackpacks:diamond_backpack","sophisticatedbackpacks","diamond_backpack","Diamond Backpack","다이아몬드 배낭","unverified","false","curios:back","sophisticatedbackpacks-1.21.1-3.25.13.1405.jar"
"sophisticatedbackpacks:everlasting_upgrade","sophisticatedbackpacks","everlasting_upgrade","Everlasting Upgrade","영구 기능","unverified","false","sophisticatedbackpacks:upgrade","sophisticatedbackpacks-1.21.1-3.25.13.1405.jar"
"sophisticatedbackpacks:feeding_upgrade","sophisticatedbackpacks","feeding_upgrade","Feeding Upgrade","식사 기능","unverified","false","sophisticatedbackpacks:upgrade","sophisticatedbackpacks-1.21.1-3.25.13.1405.jar"
"sophisticatedbackpacks:filter_upgrade","sophisticatedbackpacks","filter_upgrade","Filter Upgrade","필터 기능","unverified","false","sophisticatedbackpacks:upgrade","sophisticatedbackpacks-1.21.1-3.25.13.1405.jar"
"sophisticatedbackpacks:gold_backpack","sophisticatedbackpacks","gold_backpack","Gold Backpack","금 배낭","unverified","false","curios:back","sophisticatedbackpacks-1.21.1-3.25.13.1405.jar"
"sophisticatedbackpacks:inception_upgrade","sophisticatedbackpacks","inception_upgrade","Inception Upgrade","배낭 보관 기능","unverified","false","sophisticatedbackpacks:upgrade","sophisticatedbackpacks-1.21.1-3.25.13.1405.jar"
"sophisticatedbackpacks:infinity_upgrade","sophisticatedbackpacks","infinity_upgrade","Infinity Upgrade (Admin)","무한 기능(Admin)","unverified","false","sophisticatedbackpacks:upgrade","sophisticatedbackpacks-1.21.1-3.25.13.1405.jar"
"sophisticatedbackpacks:iron_backpack","sophisticatedbackpacks","iron_backpack","Iron Backpack","철 배낭","unverified","false","curios:back","sophisticatedbackpacks-1.21.1-3.25.13.1405.jar"
"sophisticatedbackpacks:jukebox_upgrade","sophisticatedbackpacks","jukebox_upgrade","Jukebox Upgrade","주크박스 기능","unverified","false","sophisticatedbackpacks:upgrade","sophisticatedbackpacks-1.21.1-3.25.13.1405.jar"
"sophisticatedbackpacks:magnet_upgrade","sophisticatedbackpacks","magnet_upgrade","Magnet Upgrade","자석 기능","unverified","false","sophisticatedbackpacks:upgrade","sophisticatedbackpacks-1.21.1-3.25.13.1405.jar"
"sophisticatedbackpacks:netherite_backpack","sophisticatedbackpacks","netherite_backpack","Netherite Backpack","네더라이트 배낭","unverified","false","curios:back","sophisticatedbackpacks-1.21.1-3.25.13.1405.jar"
"sophisticatedbackpacks:pickup_upgrade","sophisticatedbackpacks","pickup_upgrade","Pickup Upgrade","줍기 기능","unverified","false","sophisticatedbackpacks:upgrade","sophisticatedbackpacks-1.21.1-3.25.13.1405.jar"
"sophisticatedbackpacks:pump_upgrade","sophisticatedbackpacks","pump_upgrade","Pump Upgrade","펌프 기능","unverified","false","sophisticatedbackpacks:upgrade","sophisticatedbackpacks-1.21.1-3.25.13.1405.jar"
"sophisticatedbackpacks:refill_upgrade","sophisticatedbackpacks","refill_upgrade","Refill Upgrade","보충 기능","unverified","false","sophisticatedbackpacks:upgrade","sophisticatedbackpacks-1.21.1-3.25.13.1405.jar"
"sophisticatedbackpacks:restock_upgrade","sophisticatedbackpacks","restock_upgrade","Restock Upgrade","넣기 기능","unverified","false","sophisticatedbackpacks:upgrade","sophisticatedbackpacks-1.21.1-3.25.13.1405.jar"
"sophisticatedbackpacks:sawmill/sawmill_upgrade","sophisticatedbackpacks","sawmill/sawmill_upgrade","","","unverified","false","sophisticatedbackpacks:upgrade","sophisticatedbackpacks-1.21.1-3.25.13.1405.jar"
"sophisticatedbackpacks:smelting_upgrade","sophisticatedbackpacks","smelting_upgrade","Smelting Upgrade","화로 기능","unverified","false","sophisticatedbackpacks:upgrade","sophisticatedbackpacks-1.21.1-3.25.13.1405.jar"
"sophisticatedbackpacks:smithing_upgrade","sophisticatedbackpacks","smithing_upgrade","Smithing Upgrade","대장장이 기능","unverified","false","sophisticatedbackpacks:upgrade","sophisticatedbackpacks-1.21.1-3.25.13.1405.jar"
"sophisticatedbackpacks:smoking_upgrade","sophisticatedbackpacks","smoking_upgrade","Smoking Upgrade","훈연기 기능","unverified","false","sophisticatedbackpacks:upgrade","sophisticatedbackpacks-1.21.1-3.25.13.1405.jar"
"sophisticatedbackpacks:stack_downgrade_tier_1","sophisticatedbackpacks","stack_downgrade_tier_1","Stack Downgrade Tier 1","1단계 덜쌓기 기능","unverified","false","sophisticatedbackpacks:upgrade","sophisticatedbackpacks-1.21.1-3.25.13.1405.jar"
"sophisticatedbackpacks:stack_downgrade_tier_2","sophisticatedbackpacks","stack_downgrade_tier_2","Stack Downgrade Tier 2","2단계 덜쌓기 기능","unverified","false","sophisticatedbackpacks:upgrade","sophisticatedbackpacks-1.21.1-3.25.13.1405.jar"
"sophisticatedbackpacks:stack_downgrade_tier_3","sophisticatedbackpacks","stack_downgrade_tier_3","Stack Downgrade Tier 3","3단계 덜쌓기 기능","unverified","false","sophisticatedbackpacks:upgrade","sophisticatedbackpacks-1.21.1-3.25.13.1405.jar"
"sophisticatedbackpacks:stack_upgrade_omega_tier","sophisticatedbackpacks","stack_upgrade_omega_tier","Stack Upgrade Omega Tier","최종단계 쌓기 기능","unverified","false","sophisticatedbackpacks:upgrade","sophisticatedbackpacks-1.21.1-3.25.13.1405.jar"
"sophisticatedbackpacks:stack_upgrade_starter_tier","sophisticatedbackpacks","stack_upgrade_starter_tier","Stack Upgrade Starter Tier","0.5단계 쌓기 기능","unverified","false","sophisticatedbackpacks:upgrade","sophisticatedbackpacks-1.21.1-3.25.13.1405.jar"
"sophisticatedbackpacks:stack_upgrade_tier_1","sophisticatedbackpacks","stack_upgrade_tier_1","Stack Upgrade Tier 1","1단계 쌓기 기능","unverified","false","sophisticatedbackpacks:upgrade","sophisticatedbackpacks-1.21.1-3.25.13.1405.jar"
"sophisticatedbackpacks:stack_upgrade_tier_2","sophisticatedbackpacks","stack_upgrade_tier_2","Stack Upgrade Tier 2","2단계 쌓기 기능","unverified","false","sophisticatedbackpacks:upgrade","sophisticatedbackpacks-1.21.1-3.25.13.1405.jar"
"sophisticatedbackpacks:stack_upgrade_tier_3","sophisticatedbackpacks","stack_upgrade_tier_3","Stack Upgrade Tier 3","3단계 쌓기 기능","unverified","false","sophisticatedbackpacks:upgrade","sophisticatedbackpacks-1.21.1-3.25.13.1405.jar"
"sophisticatedbackpacks:stack_upgrade_tier_4","sophisticatedbackpacks","stack_upgrade_tier_4","Stack Upgrade Tier 4","4단계 쌓기 기능","unverified","false","sophisticatedbackpacks:upgrade","sophisticatedbackpacks-1.21.1-3.25.13.1405.jar"
"sophisticatedbackpacks:stonecutter_upgrade","sophisticatedbackpacks","stonecutter_upgrade","Stonecutter Upgrade","석재 절단기 기능","unverified","false","sophisticatedbackpacks:upgrade","sophisticatedbackpacks-1.21.1-3.25.13.1405.jar"
"sophisticatedbackpacks:survival_infinity_upgrade","sophisticatedbackpacks","survival_infinity_upgrade","Survival Infinity Upgrade","서바이벌 무한 기능","unverified","false","sophisticatedbackpacks:upgrade","sophisticatedbackpacks-1.21.1-3.25.13.1405.jar"
"sophisticatedbackpacks:tank_upgrade","sophisticatedbackpacks","tank_upgrade","Tank Upgrade","탱크 기능","unverified","false","sophisticatedbackpacks:upgrade","sophisticatedbackpacks-1.21.1-3.25.13.1405.jar"
"sophisticatedbackpacks:tool_swapper_upgrade","sophisticatedbackpacks","tool_swapper_upgrade","Tool Swapper Upgrade","도구 전환 기능","unverified","false","sophisticatedbackpacks:upgrade","sophisticatedbackpacks-1.21.1-3.25.13.1405.jar"
"sophisticatedbackpacks:upgrade_base","sophisticatedbackpacks","upgrade_base","Upgrade Base","기능 틀","unverified","false","","sophisticatedbackpacks-1.21.1-3.25.13.1405.jar"
"sophisticatedbackpacks:void_upgrade","sophisticatedbackpacks","void_upgrade","Void Upgrade","제거 기능","unverified","false","sophisticatedbackpacks:upgrade","sophisticatedbackpacks-1.21.1-3.25.13.1405.jar"
"sophisticatedbackpacks:xp_pump_upgrade","sophisticatedbackpacks","xp_pump_upgrade","Experience Pump Upgrade","경험치 펌프 기능","unverified","false","sophisticatedbackpacks:upgrade","sophisticatedbackpacks-1.21.1-3.25.13.1405.jar"
"sophisticatedcore:xp_bucket","sophisticatedcore","xp_bucket","Bucket of Experience","","unverified","false","","sophisticatedcore-1.21.1-1.4.1.1459.jar"
"sophisticatedstorage:advanced_alchemy_upgrade","sophisticatedstorage","advanced_alchemy_upgrade","Advanced Alchemy Upgrade","","unverified","false","sophisticatedstorage:upgrade","sophisticatedstorage-1.21.1-1.5.15.1361.jar"
"sophisticatedstorage:advanced_compacting_upgrade","sophisticatedstorage","advanced_compacting_upgrade","Advanced Compacting Upgrade","고급 압축 기능","unverified","false","sophisticatedstorage:upgrade","sophisticatedstorage-1.21.1-1.5.15.1361.jar"
"sophisticatedstorage:advanced_feeding_upgrade","sophisticatedstorage","advanced_feeding_upgrade","Advanced Feeding upgrade","고급 식사 기능","unverified","false","sophisticatedstorage:upgrade","sophisticatedstorage-1.21.1-1.5.15.1361.jar"
"sophisticatedstorage:advanced_filter_upgrade","sophisticatedstorage","advanced_filter_upgrade","Advanced Filter Upgrade","고급 필터 기능","unverified","false","sophisticatedstorage:upgrade","sophisticatedstorage-1.21.1-1.5.15.1361.jar"
"sophisticatedstorage:advanced_hopper_upgrade","sophisticatedstorage","advanced_hopper_upgrade","Advanced Hopper Upgrade","고급 호퍼 기능","unverified","false","sophisticatedstorage:upgrade","sophisticatedstorage-1.21.1-1.5.15.1361.jar"
